Trial,Reaction_Time,Response,Coherence,Direction,Key_Pressed,Radius,Theta,X,Y
127,0.7775269,True,0.33,left,LeftArrow,3.871834,342.5469,3.693585,-1.161261
128,2.032898,False,0.33,left,RightArrow,1.289596,157.6053,-1.192337,0.4913169
129,0.8320923,True,0.33,up,UpArrow,0.1178074,24.38656,0.1072967,0.04864158
130,2.054871,True,0.33,down,DownArrow,2.488089,325.7326,2.056204,-1.400934
131,0.8684082,False,0.33,down,UpArrow,1.956566,357.8534,1.955193,-0.07328543
132,0.7351074,True,0.33,up,UpArrow,1.093132,82.68461,0.1391896,1.084234
133,2.053345,False,0.33,left,DownArrow,0.1665401,180.0252,-0.1665401,-7.327261E-05
134,0.6104736,True,0.33,up,UpArrow,3.138638,130.0493,-2.019545,2.402601
135,1.734619,False,0.33,down,UpArrow,3.301066,132.6509,-2.236571,2.427918
136,0.6011963,True,0.33,right,RightArrow,2.502779,198.3845,-2.375041,-0.7893559
137,4.023926,True,0.33,down,DownArrow,1.624552,279.2897,0.2622446,-1.603246
138,3.745789,False,0.33,left,RightArrow,1.630516,311.0413,1.070601,-1.229795
139,1.155762,False,0.33,down,RightArrow,2.425545,78.20763,0.4956982,2.374353
140,1.300476,True,0.33,right,RightArrow,0.6815319,65.48692,0.2827682,0.6201031
141,1.790344,True,0.33,up,UpArrow,0.5598478,133.1193,-0.3826668,0.4086511
142,1.166626,True,0.33,right,RightArrow,1.549079,243.8218,-0.6833987,-1.390184
143,8.366943,True,0.33,up,UpArrow,1.428338,161.8322,-1.357132,0.4453575
144,1.067566,True,0.33,down,DownArrow,0.00797224,202.9911,-0.007338973,-0.003113856
145,4.601807,False,0.33,up,DownArrow,1.673276,60.35725,0.8275864,1.454288
146,0.8566284,False,0.33,left,RightArrow,0.07131624,287.7979,0.02179854,-0.06790309
147,2.734436,True,0.33,down,DownArrow,2.85806,359.8817,2.858054,-0.005903273
148,1.846924,False,0.33,left,RightArrow,0.2396355,55.41208,0.1360339,0.1972814
149,0.7015381,True,0.33,right,RightArrow,0.2935262,33.94994,0.2434875,0.1639251
150,4.776306,True,0.33,down,DownArrow,3.800975,134.5481,-2.666415,2.708809
151,0.7893066,True,0.33,right,RightArrow,3.126733,291.2347,1.132468,-2.914443
152,2.556824,True,0.33,down,DownArrow,0.3572841,270.7527,0.004693291,-0.3572532
153,5.980774,True,0.33,right,RightArrow,1.978133,332.7063,1.757903,-0.9070765
154,0.855957,True,0.33,up,UpArrow,1.92716,283.1716,0.439137,-1.87646
155,2.756348,True,0.33,right,RightArrow,0.5895181,64.58592,0.2529959,0.5324703
156,7.422668,False,0.33,down,UpArrow,1.732997,157.2338,-1.597982,0.6706204
157,4.23468,True,0.33,down,DownArrow,2.013499,273.2213,0.1131432,-2.010317
158,0.9567871,False,0.33,down,UpArrow,1.763538,307.1364,1.064674,-1.405893
159,4.888367,True,0.33,right,RightArrow,1.698385,73.2807,0.4885968,1.626587
160,1.889282,False,0.33,down,UpArrow,1.518753,313.8997,1.053102,-1.094344
161,4.229126,False,0.33,right,UpArrow,1.742816,352.4025,1.727517,-0.2304227
162,2.346924,False,0.33,up,LeftArrow,0.5195789,254.1012,-0.1423327,-0.4997036
163,5.701904,True,0.33,down,DownArrow,2.817172,134.4099,-1.971419,2.012451
164,0.9900513,True,0.33,up,UpArrow,1.273727,36.11713,1.028934,0.750783
165,1.188843,True,0.33,up,UpArrow,2.036042,262.4671,-0.2669162,-2.018471
166,1.302307,True,0.33,left,LeftArrow,1.338485,204.2089,-1.220774,-0.5488657
167,3.689819,True,0.33,right,RightArrow,1.383068,355.5355,1.378871,-0.1076593
168,1.256287,True,0.33,down,DownArrow,0.9625139,94.69912,-0.07885218,0.9592786
169,0.8768921,True,0.33,right,RightArrow,0.4804721,97.53394,-0.06299631,0.4763243
170,3.778259,False,0.33,right,UpArrow,1.385302,337.0776,1.275909,-0.5395537
171,1.534424,True,0.33,up,UpArrow,1.860357,193.8853,-1.805993,-0.4464461
172,2.744812,True,0.33,down,DownArrow,3.769044,31.11998,3.226629,1.947962
173,1.06958,False,0.33,down,RightArrow,0.7877083,5.929742,0.7834935,0.08137725
174,0.9120483,True,0.33,left,LeftArrow,3.344917,183.9383,-3.337018,-0.2297374
175,1.658386,True,0.33,right,RightArrow,1.067487,247.6212,-0.4064227,-0.9870912
176,1.470398,True,0.33,right,RightArrow,3.119975,347.3737,3.044523,-0.6819979
177,2.253662,False,0.33,right,LeftArrow,1.579515,302.9593,0.8593244,-1.325304
178,9.978638,False,0.33,left,RightArrow,1.174907,337.8972,1.088564,-0.4420815
179,3.610962,True,0.33,left,LeftArrow,2.228607,120.8447,-1.142637,1.913392
180,0.9325562,True,0.33,up,UpArrow,3.161146,220.6588,-2.398054,-2.059655
181,1.854675,True,0.33,down,DownArrow,2.610528,139.4408,-1.983309,1.697452
182,2.25824,True,0.33,up,UpArrow,1.58631,236.2663,-0.8809319,-1.319219
183,2.47644,True,0.33,down,DownArrow,3.56346,158.0689,-3.305584,1.330924
184,2.513672,True,0.33,up,UpArrow,3.646626,329.6782,3.14778,-1.841022
185,2.267822,False,0.33,left,RightArrow,3.300717,56.83219,1.805799,2.762937
186,0.9213867,False,0.33,down,UpArrow,1.506479,41.99459,1.119627,1.007925
187,1.456543,False,0.33,up,LeftArrow,1.06691,72.46209,0.3214992,1.017318
188,4.277466,True,0.33,down,DownArrow,3.529256,3.990269,3.520701,0.2455905
189,0.9666748,True,0.33,right,RightArrow,2.711208,230.0266,-1.741766,-2.077716
190,0.798584,True,0.33,up,UpArrow,3.232346,14.05237,3.135615,0.7848418
191,2.991821,True,0.33,up,UpArrow,0.541831,285.0737,0.1409094,-0.5231878
192,12.07562,False,0.33,down,LeftArrow,0.9429388,95.8084,-0.09542736,0.9380977
193,0.9445801,True,0.33,down,DownArrow,1.797521,208.2663,-1.583178,-0.8512522
194,0.7891846,False,0.33,down,UpArrow,3.834511,152.011,-3.386019,1.799543
195,2.113281,True,0.33,left,LeftArrow,1.414131,278.5679,0.2106785,-1.398349
196,3.934326,False,0.33,down,UpArrow,0.6992807,271.9715,0.02405684,-0.6988668
197,2.35614,True,0.33,down,DownArrow,1.770042,283.7412,0.4204489,-1.719381
198,4.534241,True,0.33,right,RightArrow,0.5318341,69.83584,0.1833292,0.4992374
199,0.6776123,True,0.33,down,DownArrow,2.079973,316.595,1.511132,-1.429254
200,1.200195,False,0.33,down,RightArrow,2.499574,200.8636,-2.335679,-0.8902098
201,0.6886597,True,0.33,up,UpArrow,2.805431,241.3012,-1.347182,-2.460801
202,4.769165,True,0.33,left,LeftArrow,3.76649,49.39934,2.451168,2.85976
203,0.8577881,False,0.33,left,UpArrow,2.940753,288.1494,0.9160336,-2.794443
204,1.322754,True,0.33,right,RightArrow,3.781718,28.27181,3.330599,1.79123
205,4.155334,True,0.33,up,UpArrow,1.816908,23.22338,1.669692,0.7164376
206,1.523865,True,0.33,left,LeftArrow,0.01604462,333.3472,0.01433973,-0.00719735
207,0.8662109,True,0.33,right,RightArrow,2.02671,142.8439,-1.615274,1.224109
208,0.7996216,True,0.33,up,UpArrow,3.636159,243.0905,-1.645665,-3.242444
209,4.433411,False,0.33,right,UpArrow,1.165638,250.7799,-0.3837256,-1.100667
210,13.47845,True,0.33,left,LeftArrow,0.9565845,179.5401,-0.9565536,0.007677499
211,1.001221,False,0.33,left,RightArrow,0.09461975,53.09585,0.05681709,0.07566185
212,1.379211,True,0.33,down,DownArrow,1.241593,294.7124,0.5190648,-1.127885
213,1.222656,False,0.33,down,RightArrow,0.3563218,236.8023,-0.1950969,-0.2981651
214,2.334961,True,0.33,up,UpArrow,0.12293,144.8467,-0.1005094,0.0707789
215,5.951843,True,0.33,up,UpArrow,2.75655,341.5051,2.61418,-0.8744327
216,1.000305,False,0.33,down,UpArrow,3.584195,100.281,-0.6396948,3.526648
217,0.8425903,True,0.33,right,RightArrow,1.901964,109.1127,-0.6227542,1.797122
218,0.9672241,True,0.33,right,RightArrow,3.525802,124.0386,-1.973574,2.921693
219,0.878479,True,0.33,right,RightArrow,1.226379,257.1599,-0.2725405,-1.195712
220,1.678711,True,0.33,right,RightArrow,1.474603,295.2421,0.6288348,-1.3338
221,0.65271,False,0.33,down,UpArrow,0.3874612,337.8852,0.3589562,-0.1458652
222,0.6568604,True,0.33,right,RightArrow,2.041719,31.33996,1.743824,1.061928
223,0.5875244,True,0.33,up,UpArrow,2.43251,92.57545,-0.1093049,2.430053
224,0.9438477,False,0.33,up,RightArrow,3.027279,261.2064,-0.4627978,-2.991695
225,2.646484,True,0.33,down,DownArrow,3.689153,175.5137,-3.67785,0.2885661
226,2.512573,True,0.33,left,LeftArrow,1.51458,336.6926,1.390984,-0.5992647
227,0.6663208,True,0.33,left,LeftArrow,0.1234927,62.23072,0.05753677,0.1092702
228,0.5657349,True,0.33,down,DownArrow,3.461072,21.61783,3.217627,1.275107
229,0.9666138,True,0.33,left,LeftArrow,3.980972,148.6594,-3.40011,2.070602
230,7.321533,False,0.33,left,RightArrow,1.772166,207.4734,-1.57231,-0.8175641
231,3.699951,True,0.33,left,LeftArrow,1.922212,346.7254,1.870852,-0.4413741
232,3.768555,False,0.33,right,UpArrow,2.463348,8.636069,2.435418,0.3698908
233,4.845459,True,0.33,right,RightArrow,0.005708694,316.6601,0.004151905,-0.003918019
234,4.423035,True,0.33,right,RightArrow,0.7795177,359.928,0.7795171,-0.0009789291
235,1.966919,True,0.33,left,LeftArrow,2.376717,322.364,1.882137,-1.451324
236,0.8676758,True,0.33,right,RightArrow,3.329196,79.60504,0.6006954,3.274555
237,3.222595,True,0.33,down,DownArrow,1.779189,97.58926,-0.2349785,1.763604
238,2.834717,True,0.33,up,UpArrow,2.818198,22.97348,2.594674,1.099957
239,2.110901,True,0.33,up,UpArrow,2.686843,148.2012,-2.28356,1.415798
240,3.779846,False,0.33,up,LeftArrow,2.961903,347.2915,2.889343,-0.6515898
241,3.84137,False,0.33,right,LeftArrow,3.90249,83.5136,0.4408538,3.877509
242,0.8422852,True,0.33,up,UpArrow,1.60322,19.59579,1.510365,0.5376916
243,1.634155,True,0.33,up,UpArrow,2.951487,139.4683,-2.243266,1.91808
244,4.748291,False,0.33,up,LeftArrow,1.25097,314.8275,0.8819017,-0.8872284
245,3.890381,True,0.33,right,RightArrow,1.52496,91.23156,-0.03277617,1.524608
246,7.766357,True,0.33,left,LeftArrow,1.293467,70.99661,0.4211839,1.222972
247,0.7224731,True,0.33,left,LeftArrow,3.873683,347.1651,3.776896,-0.8605093
248,1.901062,True,0.33,right,RightArrow,0.1313877,199.1808,-0.1240939,-0.0431674
249,0.7681274,True,0.33,right,RightArrow,0.8226657,152.824,-0.7318495,0.3757329
250,3.544495,False,0.33,left,RightArrow,1.702874,291.0087,0.610497,-1.589677
251,3.679443,True,0.33,left,LeftArrow,0.6598997,113.3579,-0.2616322,0.6058186
252,0.8573608,True,0.33,down,DownArrow,3.451876,193.0604,-3.362584,-0.7800462
253,0.7555542,False,0.33,up,LeftArrow,2.512557,146.9546,-2.106122,1.370105
254,10.72052,True,0.33,right,RightArrow,3.20143,223.5276,-2.321174,-2.204838
255,0.7781982,False,0.33,left,UpArrow,1.33168,4.006491,1.328425,0.09304376
256,2.878662,True,0.33,down,DownArrow,3.313377,328.3027,2.819141,-1.740951
257,2.199341,False,0.33,up,DownArrow,0.1273026,54.61613,0.07371482,0.1037887
258,1.377075,True,0.33,right,RightArrow,3.666049,26.47053,3.281714,1.634095
259,5.124268,False,0.33,down,UpArrow,3.564878,75.91566,0.8675131,3.457712
260,0.9106445,False,0.33,down,RightArrow,2.27759,45.07467,1.608399,1.612597
261,4.468689,True,0.33,right,RightArrow,2.553801,329.7383,2.205802,-1.286987
262,4.511414,True,0.33,left,LeftArrow,2.705011,242.5852,-1.245466,-2.401229
263,2.000305,False,0.33,up,DownArrow,2.039041,139.3147,-1.546208,1.329259
264,1.755615,True,0.33,up,UpArrow,0.5981741,312.1978,0.4017889,-0.4431455
265,2.132629,True,0.33,left,LeftArrow,2.219044,202.9242,-2.043786,-0.8643463
266,5.400879,False,0.33,up,RightArrow,0.8553581,261,-0.1338079,-0.8448272
267,4.809326,True,0.33,down,DownArrow,3.511275,334.6847,3.174083,-1.501417
268,3.253845,True,0.33,up,UpArrow,0.67453,170.6559,-0.6655797,0.109519
269,8.889709,True,0.33,up,UpArrow,1.035036,298.4636,0.4932982,-0.9099209
270,0.7666626,True,0.33,left,LeftArrow,0.3181143,260.1776,-0.05426884,-0.3134511
271,0.7462769,True,0.33,up,UpArrow,3.196514,5.029464,3.184207,0.280232
272,2.0448,False,0.33,down,RightArrow,2.186142,10.72085,2.147983,0.4066753
273,6.828613,True,0.33,right,RightArrow,0.3619723,100.8619,-0.06821066,0.3554874
274,1.034363,True,0.33,up,UpArrow,1.241232,70.98477,0.4044175,1.1735
275,0.9013062,False,0.33,down,UpArrow,0.8024974,257.254,-0.1770542,-0.7827221
276,2.701538,True,0.33,right,RightArrow,3.936823,343.6146,3.776931,-1.110569
277,1.947937,False,0.33,down,UpArrow,2.035018,281.899,0.4195949,-1.991291
278,2.32373,True,0.33,up,UpArrow,3.950299,82.03813,0.5471717,3.91222
279,3.056763,True,0.33,right,RightArrow,2.889236,359.7704,2.889213,-0.01157624
280,0.8565063,False,0.33,right,UpArrow,1.951257,290.3959,0.6800228,-1.828927
281,7.198059,False,0.33,left,RightArrow,3.92814,166.3335,-3.816924,0.9281024
282,4.123352,False,0.33,down,RightArrow,0.6552854,144.945,-0.536417,0.3763717
283,6.877808,True,0.33,left,LeftArrow,1.088001,74.93714,0.2827481,1.050618
284,0.6444702,True,0.33,up,UpArrow,0.2294765,213.8698,-0.1905357,-0.1278889
285,6.69104,True,0.33,up,UpArrow,1.133781,147.1246,-0.9522091,0.6154329
286,3.001099,True,0.33,up,UpArrow,0.2126365,354.2141,0.2115532,-0.02143629
287,2.501099,False,0.33,down,RightArrow,0.2925954,10.18853,0.2879815,0.05175653
288,4.32251,True,0.33,right,RightArrow,1.732404,101.6769,-0.3506243,1.696552
289,0.7120361,True,0.33,left,LeftArrow,3.143446,109.4991,-1.049258,2.963159
290,0.8287354,True,0.33,left,LeftArrow,1.46995,11.21271,1.441892,0.2858346
291,0.6778564,False,0.33,left,UpArrow,2.322422,107.3555,-0.6927792,2.216687
292,5.148193,False,0.33,down,RightArrow,3.655317,342.2254,3.480829,-1.115872
293,5.156372,False,0.33,left,DownArrow,0.3612795,83.59505,0.04030243,0.3590245
294,2.723145,False,0.33,down,LeftArrow,3.113787,98.36324,-0.4528948,3.080675
295,2.578369,False,0.33,left,RightArrow,1.961271,259.2787,-0.3648578,-1.927035
296,6.510742,True,0.33,left,LeftArrow,0.5622997,154.8333,-0.5089231,0.2391198
297,8.365967,True,0.33,down,DownArrow,2.866748,275.197,0.259669,-2.854963
298,6.055786,True,0.33,right,RightArrow,0.1446304,106.4894,-0.04105166,0.1386821
