Trial,Reaction_Time,Response,Coherence,Direction,Key_Pressed,Radius,Theta,X,Y
158,1.844666,False,0.33,up,RightArrow,0.4346981,122.6441,-0.2344841,0.3660323
159,6.147888,True,0.33,up,UpArrow,3.990836,224.4262,-2.850068,-2.793543
160,2.581787,False,0.33,up,LeftArrow,2.360534,258.3658,-0.476031,-2.312037
161,0.7960815,False,0.33,down,UpArrow,1.292368,335.197,1.173154,-0.5421484
162,1.324768,True,0.33,left,LeftArrow,2.86839,111.2273,-1.038553,2.673774
163,2.312439,True,0.33,left,LeftArrow,1.238779,313.5426,0.8533872,-0.8979446
164,0.6552124,True,0.33,up,UpArrow,3.904658,47.96485,2.614506,2.900123
165,1.477356,True,0.33,up,UpArrow,2.406996,114.9953,-1.017063,2.181562
166,1.923706,False,0.33,down,UpArrow,0.3060513,339.8941,0.2874001,-0.1052072
167,1.745239,True,0.33,right,RightArrow,1.513071,212.7646,-1.272343,-0.8188581
168,1.121277,True,0.33,up,UpArrow,0.5706892,120.8783,-0.2928866,0.4897996
169,8.700928,False,0.33,down,LeftArrow,1.932529,134.6618,-1.358414,1.374546
170,3.666931,True,0.33,down,DownArrow,0.2661438,48.71128,0.175616,0.1999789
171,8.156006,False,0.33,down,RightArrow,1.723234,210.5216,-1.484459,-0.8751668
172,5.122009,True,0.33,down,DownArrow,1.437309,244.2883,-0.6235651,-1.294999
173,0.923645,False,0.33,down,UpArrow,1.585243,303.3428,0.871325,-1.324307
174,5.487183,False,0.33,left,RightArrow,0.111712,8.579764,0.1104618,0.01666588
175,0.6501465,True,0.33,left,LeftArrow,1.930671,244.0175,-0.8458205,-1.735534
176,2.847229,True,0.33,down,DownArrow,3.484025,109.936,-1.187946,3.275242
177,3.491516,True,0.33,up,UpArrow,2.962574,78.29321,0.6011159,2.900949
178,4.05719,False,0.33,down,LeftArrow,3.771792,275.0647,0.332974,-3.757066
179,2.189819,False,0.33,up,DownArrow,0.6531143,268.2738,-0.01967436,-0.6528179
180,1.78949,True,0.33,down,DownArrow,1.455435,328.3345,1.238761,-0.7640432
181,1.979309,False,0.33,down,RightArrow,3.230906,103.2762,-0.7419619,3.144558
182,5.391907,False,0.33,right,LeftArrow,0.1712036,25.89023,0.1540203,0.07475577
183,0.7583618,True,0.33,right,RightArrow,2.380459,4.444442,2.373301,0.1844674
184,0.6677246,True,0.33,up,UpArrow,3.395221,29.55314,2.953498,1.674627
185,0.9082642,False,0.33,up,RightArrow,3.945387,184.8156,-3.93146,-0.3312121
186,2.83728,False,0.33,up,RightArrow,2.484215,358.7599,2.483633,-0.05376399
187,1.82251,True,0.33,left,LeftArrow,2.352384,55.0364,1.348048,1.927817
188,1.433228,True,0.33,right,RightArrow,1.863536,79.53088,0.3386148,1.832513
189,1.489319,True,0.33,left,LeftArrow,1.332808,46.23588,0.9218913,0.9625451
190,1.789063,True,0.33,right,RightArrow,2.414759,1.541219,2.413885,0.06494759
191,1.401001,False,0.33,down,LeftArrow,0.4479313,339.6477,0.4199678,-0.1557866
